site,date,non.salad,salad,salad.ratio,Total.meals,Product.source,Florida,FTS,Other.Source,FTS.Florida,FTS.Start,White,Black,Hispanic,Asian,Other,Asian.Other,Total,Offerd.BC,Offered.Salad,Offered.Mexican,Offered.Pizza,Offered.Sandwich,Offered.HB,Offered.Italian,Offered.Other,Mandarin,Chef ,Taco,Chicken.Chop,Fajita,Chicken.Tender,Salad.LO ,Chicken.Smacker,Total Students,Free Lunch,Reduced Lunch,Free,Reduced,Paid
Littlewood ,4/13/2016,508,17,0.0324,525,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Littlewood ,4/14/2016,331,12,0.035,343,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,720,333,13,0.4625,0.018055556,0.519444444
Littlewood ,4/15/2016,530,15,0.0275,545,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Littlewood ,4/25/2016,515,14,0.0265,529,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Littlewood ,4/27/2016,530,10,0.0185,540,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Littlewood ,4/29/2016,428,9,0.0206,437,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Littlewood ,5/2/2016,493,25,0.0483,518,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Littlewood ,5/4/2016,491,36,0.0683,527,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Littlewood ,5/5/2016,337,6,0.0175,343,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Littlewood ,5/6/2016,544,12,0.0216,556,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,720,333,13,0.4625,0.018055556,0.519444444
Littlewood ,5/20/2016,443,14,0.0306,457,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,720,333,13,0.4625,0.018055556,0.519444444
Littlewood ,5/23/2016,511,20,0.0377,531,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Littlewood ,5/25/2016,436,8,0.018,444,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Littlewood ,5/26/2016,523,15,0.0279,538,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,720,333,13,0.4625,0.018055556,0.519444444
Littlewood ,5/27/2016,526,5,0.0094,531,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,12/18/2015,340,7,0.0202,347,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,3/7/2016,303,9,0.0288,312,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,3/9/2016,312,9,0.028,321,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,3/14/2016,250,9,0.0347,259,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,3/16/2016,308,16,0.0494,324,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,3/28/2016,310,15,0.0462,325,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,3/29/2016,319,7,0.0215,326,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,3/30/2016,344,9,0.0255,353,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,4/1/2016,396,1,0.0025,397,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,4/5/2016,245,21,0.0789,266,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,4/7/2016,299,12,0.0386,311,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,4/11/2016,216,7,0.0314,223,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,4/12/2016,332,2,0.006,334,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,4/13/2016,322,14,0.0417,336,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,4/15/2016,392,3,0.0076,395,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,4/25/2016,293,8,0.0266,301,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,4/26/2016,294,5,0.0167,299,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,4/27/2016,315,8,0.0248,323,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,4/28/2016,284,3,0.0105,287,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,4/29/2016,337,1,0.003,338,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,5/2/2016,274,2,0.0072,276,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,5/4/2016,310,6,0.019,316,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Meadowbrook,5/6/2016,401,1,0.0025,402,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,12/2/2015,257,20,0.0722,277,3,1,0,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,12/4/2015,225,9,0.0385,234,3,1,0,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,12/7/2015,261,10,0.0369,271,3,1,0,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,12/9/2015,259,19,0.0683,278,3,1,0,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,12/11/2015,245,20,0.0755,265,3,1,0,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,12/14/2015,264,10,0.0365,274,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,12/15/2015,210,10,0.0455,220,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,12/16/2015,186,20,0.0971,206,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,12/18/2015,181,10,0.0524,191,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,3/4/2016,216,19,0.0809,235,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,3/7/2016,240,3,0.0123,243,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,3/9/2016,213,19,0.0819,232,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,3/11/2016,204,19,0.0852,223,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,3/14/2016,237,9,0.0366,246,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,3/16/2016,240,19,0.0734,259,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,3/18/2016,214,19,0.0815,233,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,3/28/2016,235,5,0.0208,240,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,3/30/2016,226,10,0.0424,236,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,4/4/2016,243,5,0.0202,248,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,4/5/2016,229,5,0.0214,234,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,4/6/2016,238,18,0.0703,256,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,4/11/2016,234,10,0.041,244,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,4/12/2016,249,10,0.0386,259,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,4/13/2016,230,20,0.08,250,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,4/15/2016,229,20,0.0803,249,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,4/25/2016,223,5,0.0219,228,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,4/26/2016,251,4,0.0157,255,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,4/27/2016,210,19,0.083,229,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,4/29/2016,183,19,0.0941,202,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,5/2/2016,243,5,0.0202,248,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,5/4/2016,236,20,0.0781,256,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,5/6/2016,217,20,0.0844,237,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,5/9/2016,230,20,0.08,250,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,5/11/2016,235,8,0.0329,243,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,5/16/2016,194,20,0.0935,214,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,5/18/2016,229,19,0.0766,248,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,5/19/2016,232,5,0.0211,237,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,5/20/2016,220,5,0.0222,225,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,5/23/2016,199,20,0.0913,219,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,5/25/2016,212,20,0.0862,232,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,5/26/2016,241,5,0.0203,246,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,316,262,2,0.829113924,0.006329114,0.164556962
Metcalfe,5/27/2016,225,5,0.0217,230,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,12/2/2015,395,17,0.0413,412,3,1,0,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,12/4/2015,379,10,0.0257,389,3,1,0,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,12/7/2015,322,30,0.0852,352,3,1,0,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,12/9/2015,362,30,0.0765,392,3,1,0,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,12/11/2015,450,10,0.0217,460,3,1,0,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,12/16/2015,373,28,0.0698,401,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,12/18/2015,421,7,0.0164,428,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,3/4/2016,404,8,0.0194,412,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,3/7/2016,328,20,0.0575,348,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,3/9/2016,393,25,0.0598,418,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,3/11/2016,377,5,0.0131,382,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,3/14/2016,354,25,0.066,379,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,3/16/2016,391,26,0.0624,417,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,3/30/2016,425,14,0.0319,439,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,4/4/2016,374,20,0.0508,394,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,4/5/2016,366,15,0.0394,381,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,4/6/2016,351,19,0.0514,370,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,4/11/2016,337,30,0.0817,367,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,4/12/2016,384,20,0.0495,404,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,4/13/2016,381,16,0.0403,397,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,4/14/2016,309,6,0.019,315,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,4/15/2016,443,8,0.0177,451,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,4/25/2016,389,10,0.0251,399,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,4/26/2016,363,34,0.0856,397,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,4/27/2016,387,29,0.0697,416,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,4/29/2016,293,5,0.0168,298,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,5/2/2016,384,19,0.0471,403,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,5/4/2016,380,15,0.038,395,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,5/6/2016,380,5,0.013,385,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,5/9/2016,369,25,0.0635,394,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,5/11/2016,426,26,0.0575,452,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,5/12/2016,385,29,0.07,414,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,5/16/2016,380,30,0.0732,410,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,5/18/2016,386,30,0.0721,416,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,5/19/2016,391,7,0.0176,398,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,5/20/2016,359,10,0.0271,369,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,5/23/2016,388,30,0.0718,418,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Newberry,5/25/2016,399,30,0.0699,429,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
